id	filename	md5	size	state
1abedfee-a1fd-45f1-9e3a-f43338d80ed5	1abedfee-a1fd-45f1-9e3a-f43338d80ed5/52425995-0bd7-4149-bc2a-26522ebd143d.rna_seq.augmented_star_gene_counts.tsv	67fa93e01e7073f46608014686032cf7	4231334	validated
1b354090-3362-4233-bb8a-c50bca73497c	1b354090-3362-4233-bb8a-c50bca73497c/967bf1b6-e9da-42b7-8d3c-e6a56394b568.rna_seq.augmented_star_gene_counts.tsv	992f70185031a73f0aed561df1ea3b64	4233277	validated
1c6cb4d2-e5af-42ce-a2cc-9b2610cccd6e	1c6cb4d2-e5af-42ce-a2cc-9b2610cccd6e/5572a203-73b9-4a85-b47d-af228abca5b1.rna_seq.augmented_star_gene_counts.tsv	7d638529b25272d13e3c961a29f7ef9f	4240549	validated
1c810802-db48-4188-8a71-460bd154cf6f	1c810802-db48-4188-8a71-460bd154cf6f/73370088-0b52-429b-957c-fd02d71f864d.rna_seq.augmented_star_gene_counts.tsv	66f261e53b9080a3ec457201ec7dc9b4	4229655	validated
1cac64eb-6dde-4e9f-9bd2-1d94a5cca7a5	1cac64eb-6dde-4e9f-9bd2-1d94a5cca7a5/7478db87-0751-4771-941f-9fccdf01853d.rna_seq.augmented_star_gene_counts.tsv	641198b3f8422d0aa929c894717354c9	4243214	validated
1cc85ed9-2f62-4388-9657-8e39e36a10b4	1cc85ed9-2f62-4388-9657-8e39e36a10b4/9df80cad-d7ec-4d64-a96f-783e07b6281f.rna_seq.augmented_star_gene_counts.tsv	1277b7aa48d2683b22c4b7b1fe5a4195	4228893	validated
1e1397c5-ba22-4d9b-b39d-36158650fe9c	1e1397c5-ba22-4d9b-b39d-36158650fe9c/add96e53-1114-4364-979b-641665d16629.rna_seq.augmented_star_gene_counts.tsv	047b53ab593a4b23c6fc46fd3c332f8e	4227201	validated
1e30f630-887a-4cff-a262-c0bac82c3af5	1e30f630-887a-4cff-a262-c0bac82c3af5/a8877d9c-7dfb-4544-bbb9-7ef4176f3429.rna_seq.augmented_star_gene_counts.tsv	c3942ff3263cd96867428a7cea479ed6	4234432	validated
1e47e2ed-59c1-4f38-898c-3f29b851247f	1e47e2ed-59c1-4f38-898c-3f29b851247f/4fc05c1a-63b9-415b-ad42-68b013e21b21.rna_seq.augmented_star_gene_counts.tsv	491745d49e9e5ae0fb0ad314b22692fc	4230134	validated
1e7f4af7-c5dc-4724-bd72-caedcb49dd6a	1e7f4af7-c5dc-4724-bd72-caedcb49dd6a/f426318a-9c1a-4476-a087-2b3a84096f5c.rna_seq.augmented_star_gene_counts.tsv	d874c5ffd76eafd8ac20140dcb257b6e	4238380	validated
1f8cef65-ab1f-44cf-b706-7f1f25926dc0	1f8cef65-ab1f-44cf-b706-7f1f25926dc0/e0b149bb-4467-4928-a80b-ef3ac97ddbd2.rna_seq.augmented_star_gene_counts.tsv	edb84c09c34ab33ff63591d3eb4c52d5	4241382	validated
20b5fc73-c12f-465a-87d6-5a5e062d58f3	20b5fc73-c12f-465a-87d6-5a5e062d58f3/c59a00cb-985f-41b6-b66b-decefb8c9f66.rna_seq.augmented_star_gene_counts.tsv	b335db2e122528e448d11d3bc2aeec5f	4244453	validated
20b7751f-9977-409e-a59e-1db15810eb04	20b7751f-9977-409e-a59e-1db15810eb04/7645a3b1-639d-4677-8bcf-c16df24fcc2b.rna_seq.augmented_star_gene_counts.tsv	dc5a6f1aec3be77789202f99a1827a48	4223745	validated
21e2be3e-592f-4120-b234-cefa0e34427a	21e2be3e-592f-4120-b234-cefa0e34427a/09f758e5-6be1-4f29-ac92-869d92f8fbcf.rna_seq.augmented_star_gene_counts.tsv	8dbd3c8abdf1f983e40388b9b0cec993	4223223	validated
22e9fbd3-2724-448e-ba19-41a3dca233f2	22e9fbd3-2724-448e-ba19-41a3dca233f2/f0a22b8b-4cf5-4edc-9502-1e01839fa7c7.rna_seq.augmented_star_gene_counts.tsv	3c04902701d34e93834d298885e897b9	4226679	validated
2673447a-63f1-4221-87d7-c959a6d495c8	2673447a-63f1-4221-87d7-c959a6d495c8/0056507f-a296-4148-bc9f-a831249c7973.rna_seq.augmented_star_gene_counts.tsv	5c6243d043e3977a9f0eeb997fa643c4	4239749	validated
26df792e-6170-4252-b133-1036a584261f	26df792e-6170-4252-b133-1036a584261f/362a2015-1791-4934-be81-df39540b38ff.rna_seq.augmented_star_gene_counts.tsv	3893e130fd49229775f4b19d43bbd581	4233892	validated
26f47a26-8f8c-401c-9215-3c744d8be063	26f47a26-8f8c-401c-9215-3c744d8be063/e97f9781-5033-40bd-bc5c-7a703ef965b1.rna_seq.augmented_star_gene_counts.tsv	87361c75e6c12a404d36cf44e348c7d9	4219108	validated
293079bc-8ce1-4e83-98a3-34e147aaecef	293079bc-8ce1-4e83-98a3-34e147aaecef/37e6146e-6fec-4160-822c-404a517610a8.rna_seq.augmented_star_gene_counts.tsv	b5b416f259d9e82e1770a8881a225a0b	4238926	validated
293f11c8-1d40-4ff1-84be-ca82847e1c20	293f11c8-1d40-4ff1-84be-ca82847e1c20/6a43f966-cb2b-47ee-b0f4-c269707daa88.rna_seq.augmented_star_gene_counts.tsv	e02bcbfcf210a0c83b5d799307785758	4245412	validated
2b41f892-17f8-4657-8212-c1c15d960e3f	2b41f892-17f8-4657-8212-c1c15d960e3f/07108549-98ef-4c31-b649-feb043879304.rna_seq.augmented_star_gene_counts.tsv	37013c444f3870c17b08c065a7672252	4229400	validated
2ce33010-4c28-423d-99e0-e006d9a2985c	2ce33010-4c28-423d-99e0-e006d9a2985c/66ba9b68-dcc0-4c51-a8c8-b4016502973d.rna_seq.augmented_star_gene_counts.tsv	e5fa630a59c3304fb2080b92efe1e17b	4244495	validated
2d9f84cc-795e-4aef-890f-c2fc090e96e6	2d9f84cc-795e-4aef-890f-c2fc090e96e6/9604472c-4956-4170-8ba7-419f3e8d7418.rna_seq.augmented_star_gene_counts.tsv	438da2dfc66a8b624d5f9e919794f9ee	4245488	validated
2dc18822-81e0-4200-9cde-94007b64bac6	2dc18822-81e0-4200-9cde-94007b64bac6/ac295603-d08a-43f7-a78b-610be32aa49f.rna_seq.augmented_star_gene_counts.tsv	44cbbfe47c1b237e98ea2d70056cf8cf	4205352	validated
2ddc83c1-35f0-4060-95d5-dbfe479642f3	2ddc83c1-35f0-4060-95d5-dbfe479642f3/a9e8b311-dfde-4c34-80a2-5e64f94c596b.rna_seq.augmented_star_gene_counts.tsv	6a44a02e806f5b723c7aa81b74294fa7	4216775	validated
2f4ee6db-303e-40b6-9bf1-6aa168fd2f51	2f4ee6db-303e-40b6-9bf1-6aa168fd2f51/09c2c2d4-0d2f-488e-b42e-9c4756a27940.rna_seq.augmented_star_gene_counts.tsv	ed62dbf867a077a2bcf8b4082aef41d4	4240467	validated
2f50c3b2-6e31-4fa8-86b8-44e37496d3a4	2f50c3b2-6e31-4fa8-86b8-44e37496d3a4/48155bad-7de9-401d-a495-972cbbb8f276.rna_seq.augmented_star_gene_counts.tsv	6f3ef30747efc3ea3926a7fedcb0e44f	4242393	validated
302aff21-ad7d-43cf-aa95-0bbf3535827f	302aff21-ad7d-43cf-aa95-0bbf3535827f/98e3beb5-bff2-4c4e-b492-c4ed7dda9d9c.rna_seq.augmented_star_gene_counts.tsv	c244102474758e24fce4b99e1bd295b5	4229666	validated
31345409-df9a-48b9-91fd-09a18e099aa0	31345409-df9a-48b9-91fd-09a18e099aa0/2d8d97e6-b599-4444-8e11-73adb55be0be.rna_seq.augmented_star_gene_counts.tsv	b637f1d267487a2ecdb520d218b2e40d	4232452	validated
32081341-7445-40bb-b785-c8ed03db86d3	32081341-7445-40bb-b785-c8ed03db86d3/103802e1-b3a3-4c55-b094-5011798b6de3.rna_seq.augmented_star_gene_counts.tsv	0ff47f35cb21df419f1177fb3f1b694e	4257124	validated
322086e7-d452-48ed-8ee6-3dfc62dcfecd	322086e7-d452-48ed-8ee6-3dfc62dcfecd/aad89bba-d9dc-4a93-8e77-26f2c1ba1c3f.rna_seq.augmented_star_gene_counts.tsv	275473bd56e89f3d0a1458ef79ca56f9	4225875	validated
3494de61-2d94-4acf-8e54-705f811a764e	3494de61-2d94-4acf-8e54-705f811a764e/3e1c728a-cf38-4ca8-9d87-0bbf098567a6.rna_seq.augmented_star_gene_counts.tsv	498e5e8ca0c1f502df1f28ff0691b2af	4218411	validated
3687bc2e-d96d-49e7-a3d7-c6d4c532d689	3687bc2e-d96d-49e7-a3d7-c6d4c532d689/fb24d93c-9681-4d45-801f-9dcfd8c5703e.rna_seq.augmented_star_gene_counts.tsv	e5bd00d91d5ddc2765d773bb839e30ff	4208246	validated
36fb8a2b-4671-4df9-8c06-263ee7dc8e15	36fb8a2b-4671-4df9-8c06-263ee7dc8e15/1b572d35-f98e-4389-b234-a2591a74d7a8.rna_seq.augmented_star_gene_counts.tsv	25be7df3a32f584bf083a65095d1aec6	4240124	validated
3711f2fe-3ac6-4b64-932d-f1ef3f9f1bbe	3711f2fe-3ac6-4b64-932d-f1ef3f9f1bbe/fea785bb-de96-4411-8bf4-a7d254af9ff9.rna_seq.augmented_star_gene_counts.tsv	0e3d125208d161b67ea71c5fae8ec8e6	4230701	validated
397d35c9-da0a-4967-a30d-cc02fb35b127	397d35c9-da0a-4967-a30d-cc02fb35b127/718c4754-af81-496f-878d-83222a2581b8.rna_seq.augmented_star_gene_counts.tsv	56a800a93a7b11fddb079850b83e0ac9	4244425	validated
3b684369-ea5c-43e4-8a58-0d550b2ca1e5	3b684369-ea5c-43e4-8a58-0d550b2ca1e5/f7efd016-c382-4eef-9be3-c3e8b3a5386f.rna_seq.augmented_star_gene_counts.tsv	4c3af82e470ecdcc059db136f78786ba	4234673	validated
3d67cbe2-5802-45ce-b224-772d665b3441	3d67cbe2-5802-45ce-b224-772d665b3441/faffc96a-760c-405c-9bec-d2ec116b4a1d.rna_seq.augmented_star_gene_counts.tsv	6bdba0b0cea518e431be620ef721d843	4243894	validated
3fa8ca20-a82b-482a-bccf-5b7b38768b4c	3fa8ca20-a82b-482a-bccf-5b7b38768b4c/176e93be-1ae5-43f2-a0b5-17f31695e679.rna_seq.augmented_star_gene_counts.tsv	679d0054bc2b9e2b058d73a0cb47d8dd	4230531	validated
40c7d7fb-f6e0-4891-a941-88724b31666d	40c7d7fb-f6e0-4891-a941-88724b31666d/df6771b0-4b6c-4565-a2f1-4d919f8d68c9.rna_seq.augmented_star_gene_counts.tsv	4d46267b7c68c331ad5a1bb74e1fb6ef	4248172	validated
4185651f-b3cf-46a0-8108-f1609bcb37bc	4185651f-b3cf-46a0-8108-f1609bcb37bc/d3be84d5-9dd7-4366-9aea-532dc76f19ba.rna_seq.augmented_star_gene_counts.tsv	a6718785e99aa8ebc5258110a3abdaea	4224401	validated
468624ba-36df-475c-ad9c-9be37ef010f3	468624ba-36df-475c-ad9c-9be37ef010f3/034df4c4-52bd-4025-aee4-ad630d0d00af.rna_seq.augmented_star_gene_counts.tsv	84571230803fb99ea1365f294a51da4e	4243092	validated
47d99511-66e7-4462-ba0e-b399efdc7dba	47d99511-66e7-4462-ba0e-b399efdc7dba/f7ddd671-b2ba-4952-918b-07ae0ea84263.rna_seq.augmented_star_gene_counts.tsv	9383026882fc8576d0ee08ab136e566e	4234113	validated
481fa807-fe38-42ee-bd7b-617066f616d6	481fa807-fe38-42ee-bd7b-617066f616d6/855f0a82-04de-485d-9613-5ccf08074069.rna_seq.augmented_star_gene_counts.tsv	e55960cdf08f6daabe545cca8ff20f2d	4238436	validated
483671c4-84fe-4a28-8259-bb486f398a5b	483671c4-84fe-4a28-8259-bb486f398a5b/486430aa-f745-4353-9e03-6226ac8d9993.rna_seq.augmented_star_gene_counts.tsv	7f40773caafcd2465b51ed30cad2bd3a	4218497	validated
48797c31-ab2a-48b0-add1-25954dc8c901	48797c31-ab2a-48b0-add1-25954dc8c901/81c0d65d-fb6f-4acb-a038-17d90d32d922.rna_seq.augmented_star_gene_counts.tsv	c3340c2882067a03fa1b83427b6e1361	4219476	validated
4a836377-512e-4b2c-96c3-ac3906985de0	4a836377-512e-4b2c-96c3-ac3906985de0/399e5b76-1d8d-4db9-a186-ffdc2f6e0884.rna_seq.augmented_star_gene_counts.tsv	ba43aabc38d34a19299a8bbd545271da	4233842	validated
4ac2bcec-d4e5-4491-8042-4cbd5327a1da	4ac2bcec-d4e5-4491-8042-4cbd5327a1da/d9eacc36-0ae3-41bd-aef6-503f91cb25aa.rna_seq.augmented_star_gene_counts.tsv	563c5bbf14e85e2f92144958ddd626d3	4237406	validated
4b99dab3-9393-4c29-a093-67878c3cdbf1	4b99dab3-9393-4c29-a093-67878c3cdbf1/8d532c55-71b5-4992-9aba-7480d7c390ce.rna_seq.augmented_star_gene_counts.tsv	ee8722fba4146ec3cda69bf63add5da7	4227754	validated
4baea7f2-ebc6-41bf-9d87-ee39b6114c03	4baea7f2-ebc6-41bf-9d87-ee39b6114c03/ae30907a-a08a-44f3-b656-b0ba9729c8e7.rna_seq.augmented_star_gene_counts.tsv	a27244c00d94922ac159fdae92444c0b	4232995	validated
4bb9ade9-6329-4319-a250-01f2fab3da5d	4bb9ade9-6329-4319-a250-01f2fab3da5d/d09c8395-a27b-4c09-b2d2-79c2eb1db773.rna_seq.augmented_star_gene_counts.tsv	889d90b026a6ce497de55479d9e09898	4244533	validated
4c02a1c5-5305-4a42-8a5f-b29767cd7497	4c02a1c5-5305-4a42-8a5f-b29767cd7497/65567450-e04a-4251-9939-8d2545077236.rna_seq.augmented_star_gene_counts.tsv	d57013b598c755ae21d20cf024d41113	4239604	validated
4cfd30a2-f8cf-47d9-aab0-65d68ffdff57	4cfd30a2-f8cf-47d9-aab0-65d68ffdff57/957a7228-3558-48fd-81d9-13f951e0b597.rna_seq.augmented_star_gene_counts.tsv	0a975e7a5dbaf6407f86d4c2c138dd18	4245796	validated
4ea0a9ff-df73-4a24-b9a9-8f7f561c28c4	4ea0a9ff-df73-4a24-b9a9-8f7f561c28c4/bb6e957d-5069-447e-95f0-5fcac2c5e744.rna_seq.augmented_star_gene_counts.tsv	29e5f714f709a9b79b74b8d18c6949b4	4236297	validated
4f2d30e4-0c50-49ae-b791-926e28a1f5f0	4f2d30e4-0c50-49ae-b791-926e28a1f5f0/6d2b5716-f1e0-41af-bdc2-0efce35a3f26.rna_seq.augmented_star_gene_counts.tsv	ea18a00c78fae06ac185518842da825a	4246793	validated
4f97f4d8-fc1c-4423-90de-a66470322787	4f97f4d8-fc1c-4423-90de-a66470322787/a17b6971-a249-484a-805e-d20ef3c4cd15.rna_seq.augmented_star_gene_counts.tsv	22b0ad207a6019c74d91d47ffa27f515	4236947	validated
50afa590-fd80-4faa-9210-c47c595e99f7	50afa590-fd80-4faa-9210-c47c595e99f7/8914dcad-b703-4099-a5dd-edb9cedc104c.rna_seq.augmented_star_gene_counts.tsv	bb3dc4d737bb12e57f49d7eb31a72d17	4240907	validated
511a35d0-d1d1-476f-99ec-ce3c5511aad2	511a35d0-d1d1-476f-99ec-ce3c5511aad2/33d6df2f-acc4-4c91-b924-4fb2f519e8ed.rna_seq.augmented_star_gene_counts.tsv	b0341b80555483531d6ff36b220ca848	4244133	validated
52902940-1f79-4432-bdde-f20f286e0d9b	52902940-1f79-4432-bdde-f20f286e0d9b/30608f63-2604-489c-bf96-09e56acfe912.rna_seq.augmented_star_gene_counts.tsv	8fdea78364c58e03def707ed31914899	4247404	validated
54ddc3db-a7e7-4b81-9b73-ee0e149305d5	54ddc3db-a7e7-4b81-9b73-ee0e149305d5/0918cbd5-edd0-41c8-8b67-677f35ad4611.rna_seq.augmented_star_gene_counts.tsv	786fcc545da7262fb651c7f2d88e84e6	4245923	validated
5768d960-0e79-4927-a7a2-860a7cc1bcf1	5768d960-0e79-4927-a7a2-860a7cc1bcf1/16dd072b-b664-43e8-8862-c9d9d945f8bc.rna_seq.augmented_star_gene_counts.tsv	1f1d882b46d14e58c4e06396b6799a4b	4243588	validated
578856b4-6695-4aea-8b09-24e6e33fd094	578856b4-6695-4aea-8b09-24e6e33fd094/da7cbc0a-95dc-4303-a5dd-75857c066f3b.rna_seq.augmented_star_gene_counts.tsv	989ed95617a4697f4428dfeeba7d1b3a	4225173	validated
58aaca44-131d-43f5-b3c7-73bf8b96693d	58aaca44-131d-43f5-b3c7-73bf8b96693d/6f73b289-b329-40b4-9ac7-b4de6d775251.rna_seq.augmented_star_gene_counts.tsv	ad73a8fd7e65296fd5597438108cef1d	4236165	validated
5c5b0972-267f-481b-88d6-7800e7cd52f2	5c5b0972-267f-481b-88d6-7800e7cd52f2/6bf9821d-da67-470f-9650-69d05b056166.rna_seq.augmented_star_gene_counts.tsv	bffa72e9d2257c7376b959aa20c0f5d9	4245955	validated
5f4ae66f-50bc-4a2e-b559-eedf7f6c825b	5f4ae66f-50bc-4a2e-b559-eedf7f6c825b/427e0060-e33b-4ca8-83d8-1dd51a82a267.rna_seq.augmented_star_gene_counts.tsv	2607bf10f91e5004ea82958c7fda6d6b	4233838	validated
5f85de6d-d2a3-4e98-b0aa-307c8e4037ed	5f85de6d-d2a3-4e98-b0aa-307c8e4037ed/e49406cc-fec1-4be9-9ef7-189386c60f46.rna_seq.augmented_star_gene_counts.tsv	c77b034313faaad2aed41877d64acc2d	4237130	validated
607aa123-b046-4f47-a098-2cfd2b2fe577	607aa123-b046-4f47-a098-2cfd2b2fe577/927add57-b6d3-46c7-bd4c-f27d98a5b864.rna_seq.augmented_star_gene_counts.tsv	8560b9886a183ce1a313d3850b11363b	4247123	validated
616a1703-702d-4dde-a103-9bfa2a7eee96	616a1703-702d-4dde-a103-9bfa2a7eee96/3266aaf5-28ea-45af-9e1c-cb0d3ab3b807.rna_seq.augmented_star_gene_counts.tsv	f8d1c95e547d5f58e23f88a8aa5897a7	4219744	validated
6181aef4-c42d-4b29-be35-e502db0d697d	6181aef4-c42d-4b29-be35-e502db0d697d/8b88f1a0-d67d-4400-95c1-dc00ceb8b15f.rna_seq.augmented_star_gene_counts.tsv	ec9034d86e38ef80507eb733a95ebb3b	4237108	validated
6307d48e-e6c0-4d18-87b0-804fd4cc554c	6307d48e-e6c0-4d18-87b0-804fd4cc554c/5e2bb136-9a8b-4481-9394-d7eff1793f97.rna_seq.augmented_star_gene_counts.tsv	979459a9c8ba5c0743461205bc4d80bf	4212706	validated
631ef22b-0162-47a7-9dd0-c1d33f9a1de5	631ef22b-0162-47a7-9dd0-c1d33f9a1de5/47f225d0-6724-404f-9489-19dc77637940.rna_seq.augmented_star_gene_counts.tsv	0907e5b39e26134113642aade4208596	4222575	validated
673afa25-50d5-4f38-a233-81b3fe14d7ac	673afa25-50d5-4f38-a233-81b3fe14d7ac/2b17db8f-c184-498d-9a10-c6d8a5061206.rna_seq.augmented_star_gene_counts.tsv	d378285d0a69fa49a3fc14e83623b760	4231931	validated
67694d6e-4c3c-4041-b97a-862aaaba8c89	67694d6e-4c3c-4041-b97a-862aaaba8c89/25d48b78-8622-42af-b33f-4034a42f30cb.rna_seq.augmented_star_gene_counts.tsv	4a84954577b2e39b96394e46572ee5bd	4249262	validated
67bdcff7-5af1-4f24-8eac-f47c133c9398	67bdcff7-5af1-4f24-8eac-f47c133c9398/5a674268-79a8-4a30-a6db-a4fd0b83e208.rna_seq.augmented_star_gene_counts.tsv	b78ad6f404fe080d8cb0db3fd78b9a4b	4233535	validated
67dd7c74-80e4-449a-bd20-133a423419d0	67dd7c74-80e4-449a-bd20-133a423419d0/74cffe84-dca8-4673-925a-9e0d6344832a.rna_seq.augmented_star_gene_counts.tsv	f8aa44256d46ddd67975bb4bcc825bf5	4227755	validated
68badaa1-8052-44e2-a55e-67b657c87af2	68badaa1-8052-44e2-a55e-67b657c87af2/1c25bdab-9259-4b1f-b4d5-20b496d36a1a.rna_seq.augmented_star_gene_counts.tsv	48cab339a483aa00b2051fade7a6019d	4233229	validated
697cf437-ef38-4203-af4f-b36ec2c81493	697cf437-ef38-4203-af4f-b36ec2c81493/f0f41799-29e8-43f9-b357-722df163e963.rna_seq.augmented_star_gene_counts.tsv	1bcfcee97aed0fca50eaf2a7df897120	4215335	validated
69e26c15-85d1-42c6-a278-5bc8746a34ef	69e26c15-85d1-42c6-a278-5bc8746a34ef/04e3aeba-c9bd-483d-9484-5ecc0e64a054.rna_seq.augmented_star_gene_counts.tsv	2aa38894515a94754f3371f08634ae26	4230797	validated
6a15d826-5616-43ab-87ff-a9a193d0c155	6a15d826-5616-43ab-87ff-a9a193d0c155/959c268c-637f-4f39-a254-a505c57e8448.rna_seq.augmented_star_gene_counts.tsv	2e2c3f692299333d0ecda4c82b7c6375	4239668	validated
6c68991a-819b-4d2f-ab04-eed0fd6e7aa9	6c68991a-819b-4d2f-ab04-eed0fd6e7aa9/3bb03dc9-6daf-42ef-95d6-cdf726f926e8.rna_seq.augmented_star_gene_counts.tsv	f545fb694c199b2b877946e84f1bdc9c	4235735	validated
6d0cb26f-66c1-4a12-a378-57176b74fd94	6d0cb26f-66c1-4a12-a378-57176b74fd94/e5361f4b-702f-4404-aa03-1cb37ea109b1.rna_seq.augmented_star_gene_counts.tsv	f862cc39a309040475c2464449b25fd7	4227093	validated
6d546d48-476a-4896-9646-f254521dcf06	6d546d48-476a-4896-9646-f254521dcf06/e6420396-6f46-4b74-a97b-82e54d07e92b.rna_seq.augmented_star_gene_counts.tsv	95faf7acc984f9613c5ddf3bde7398bc	4238630	validated
6d7cf168-33c8-463d-83a1-9ba835e77086	6d7cf168-33c8-463d-83a1-9ba835e77086/62b39052-bdb9-4ba6-9eb0-f117480c98a8.rna_seq.augmented_star_gene_counts.tsv	f1ca3bf359a7efaa8e545436ba857799	4228902	validated
7004618e-df6f-491f-a7c7-4dd2bd07c594	7004618e-df6f-491f-a7c7-4dd2bd07c594/981c9bee-bedd-4a1a-929a-26013d1077e0.rna_seq.augmented_star_gene_counts.tsv	60e484620f1bed96af18f4bf96063bc9	4226734	validated
7042afe8-04ac-42d2-87ee-1ba95cf67b8a	7042afe8-04ac-42d2-87ee-1ba95cf67b8a/b1f01324-d0ca-4779-9ae0-5348e2613084.rna_seq.augmented_star_gene_counts.tsv	a61f8e223c88237902bdfa19abf55426	4208336	validated
70fd4072-7a4e-4613-b528-2f31753a72c9	70fd4072-7a4e-4613-b528-2f31753a72c9/98e49cc4-1040-4291-b975-da3e8fc3ddfc.rna_seq.augmented_star_gene_counts.tsv	1db5fc4e93e98f2aa1afbe4c77613838	4258425	validated
714c26a4-1a65-420b-bfb3-ca993a2906e0	714c26a4-1a65-420b-bfb3-ca993a2906e0/1bc1db1d-c538-4aad-be91-ce3d683221e9.rna_seq.augmented_star_gene_counts.tsv	7708a1f3d25adc138780667ead5b1f12	4210223	validated
71e58654-6605-418e-bf61-0f46067eba99	71e58654-6605-418e-bf61-0f46067eba99/43c87798-5762-42c1-b7d8-47fc126fc2d3.rna_seq.augmented_star_gene_counts.tsv	87f5a10b83ce135368e7c7a6fc9c17d9	4222669	validated
